hcpcs_code,hcpcs_desc,hcpcs_effectivedt,hcpcs_terminationdt
E1084,"HEMI-WHEELCHAIR, DETACHABLE ARMS DESK OR FULL LENGTH ARMS, SWING AWAYDETACHABLE ELEVATING LEG RESTS                                                   ",1989-01-01 05:00:00,
E1085,"HEMI-WHEELCHAIR, FIXED FULL LENGTH ARMS, SWING AWAY DETACHABLE FOOT RESTS                                                                             ",2001-04-01 05:00:00,
E1086,"HEMI-WHEELCHAIR DETACHABLE ARMS DESK OR FULL LENGTH, SWING AWAY DETACHABLEFOOTRESTS                                                                   ",2001-04-01 05:00:00,
E1087,"HIGH STRENGTH LIGHTWEIGHT WHEELCHAIR, FIXED FULL LENGTH ARMS, SWING AWAYDETACHABLE ELEVATING LEG RESTS                                                ",1989-01-01 05:00:00,
E1088,"HIGH STRENGTH LIGHTWEIGHT WHEELCHAIR, DETACHABLE ARMS DESK OR FULL LENGTH,SWING AWAY DETACHABLE ELEVATING LEG RESTS                                   ",1989-01-01 05:00:00,
E1089,"HIGH STRENGTH LIGHTWEIGHT WHEELCHAIR, FIXED LENGTH ARMS, SWING AWAY DETACHABLEFOOTREST                                                                ",2001-04-01 05:00:00,
E1090,"HIGH STRENGTH LIGHTWEIGHT WHEELCHAIR, DETACHABLE ARMS DESK OR FULL LENGTH,SWING AWAY DETACHABLE FOOT RESTS                                            ",2001-04-01 05:00:00,
L3761,"Elbow orthosis (eo), with adjustable position locking joint(s), prefabricated, off-the-shelf                                                          ",2018-01-01 05:00:00,
L5632,"Addition to lower extremity, symes type, 'ptb' brim design socket                                                                                     ",1900-01-01 05:00:00,
L5636,"Addition to lower extremity, symes type, medial opening socket                                                                                        ",1900-01-01 05:00:00,
L5638,"Addition to lower extremity, below knee, leather socket                                                                                               ",1900-01-01 05:00:00,
L5640,"Addition to lower extremity, knee disarticulation, leather socket                                                                                     ",1900-01-01 05:00:00,
L5642,"Addition to lower extremity, above knee, leather socket                                                                                               ",1900-01-01 05:00:00,
L5643,"Addition to lower extremity, hip disarticulation, flexible inner socket, external frame                                                               ",1900-01-01 05:00:00,
L5644,"Addition to lower extremity, above knee, wood socket                                                                                                  ",1900-01-01 05:00:00,
L5647,"Addition to lower extremity, below knee suction socket                                                                                                ",1900-01-01 05:00:00,
L5649,"Addition to lower extremity, ischial containment/narrow m-l socket                                                                                    ",1900-01-01 05:00:00,
L5651,"Addition to lower extremity, above knee, flexible inner socket, external frame                                                                        ",1900-01-01 05:00:00,
L5652,"Addition to lower extremity, suction suspension, above knee or knee disarticulation socket                                                            ",1900-01-01 05:00:00,
L5653,"Addition to lower extremity, knee disarticulation, expandable wall socket                                                                             ",1900-01-01 05:00:00,
L5654,"Addition to lower extremity, socket insert, symes, (kemblo, pelite, aliplast, plastazote or equal)                                                    ",1900-01-01 05:00:00,
L5655,"Addition to lower extremity, socket insert, below knee (kemblo, pelite, aliplast, plastazote or equal)                                                ",1900-01-01 05:00:00,
L5656,"Addition to lower extremity, socket insert, knee disarticulation (kemblo, pelite, aliplast, plastazote or equal)                                      ",1900-01-01 05:00:00,
L5658,"Addition to lower extremity, socket insert, above knee (kemblo, pelite, aliplast, plastazote or equal)                                                ",1900-01-01 05:00:00,
L5670,"Addition to lower extremity, below knee, molded supracondylar suspension ('pts' or similar)                                                           ",1900-01-01 05:00:00,
L5672,"Addition to lower extremity, below knee, removable medial brim suspension                                                                             ",1900-01-01 05:00:00,
L5680,"Addition to lower extremity, below knee, thigh lacer, nonmolded                                                                                       ",1900-01-01 05:00:00,
L5682,"Addition to lower extremity, below knee, thigh lacer, gluteal/ischial, molded                                                                         ",1900-01-01 05:00:00,
L5684,"Addition to lower extremity, below knee, fork strap                                                                                                   ",1900-01-01 05:00:00,
L5686,"Addition to lower extremity, below knee, back check (extension control)                                                                               ",1900-01-01 05:00:00,
L5688,"Addition to lower extremity, below knee, waist belt, webbing                                                                                          ",1900-01-01 05:00:00,
L5690,"Addition to lower extremity, below knee, waist belt, padded and lined                                                                                 ",1900-01-01 05:00:00,
L5692,"Addition to lower extremity, above knee, pelvic control belt, light                                                                                   ",1900-01-01 05:00:00,
L5694,"Addition to lower extremity, above knee, pelvic control belt, padded and lined                                                                        ",1900-01-01 05:00:00,
L5696,"Addition to lower extremity, above knee or knee disarticulation, pelvic joint                                                                         ",1900-01-01 05:00:00,
L5697,"Addition to lower extremity, above knee or knee disarticulation, pelvic band                                                                          ",1900-01-01 05:00:00,
L5698,"Addition to lower extremity, above knee or knee disarticulation, silesian bandage                                                                     ",1900-01-01 05:00:00,
L5710,"Addition, exoskeletal knee-shin system, single axis, manual lock                                                                                      ",1900-01-01 05:00:00,
L5712,"Addition, exoskeletal knee-shin system, single axis, friction swing and stance phase control (safety knee)                                            ",1900-01-01 05:00:00,
L5714,"Addition, exoskeletal knee-shin system, single axis, variable friction swing phase control                                                            ",1900-01-01 05:00:00,
L5716,"Addition, exoskeletal knee-shin system, polycentric, mechanical stance phase lock                                                                     ",1900-01-01 05:00:00,
L5718,"Addition, exoskeletal knee-shin system, polycentric, friction swing and stance phase control                                                          ",1900-01-01 05:00:00,
L5722,"Addition, exoskeletal knee-shin system, single axis, pneumatic swing, friction stance phase control                                                   ",1900-01-01 05:00:00,
L5724,"Addition, exoskeletal knee-shin system, single axis, fluid swing phase control                                                                        ",1900-01-01 05:00:00,
L5726,"Addition, exoskeletal knee-shin system, single axis, external joints fluid swing phase control                                                        ",1900-01-01 05:00:00,
L5728,"Addition, exoskeletal knee-shin system, single axis, fluid swing and stance phase control                                                             ",1900-01-01 05:00:00,
L5780,"Addition, exoskeletal knee-shin system, single axis, pneumatic/hydra pneumatic swing phase control                                                    ",1900-01-01 05:00:00,
L5850,"Addition, endoskeletal system, above knee or hip disarticulation, knee extension assist                                                               ",1900-01-01 05:00:00,
L5910,"Addition, endoskeletal system, below knee, alignable system                                                                                           ",1900-01-01 05:00:00,
L5940,"Addition, endoskeletal system, below knee, ultra-light material (titanium, carbon fiber or equal)                                                     ",1900-01-01 05:00:00,
L5950,"Addition, endoskeletal system, above knee, ultra-light material (titanium, carbon fiber or equal)                                                     ",1900-01-01 05:00:00,
L5960,"Addition, endoskeletal system, hip disarticulation, ultra-light material (titanium, carbon fiber or equal)                                            ",1900-01-01 05:00:00,
L6615,"Upper extremity addition, disconnect locking wrist unit                                                                                               ",1900-01-01 05:00:00,
L6623,"Upper extremity addition, spring assisted rotational wrist unit with latch release                                                                    ",1900-01-01 05:00:00,
L6625,"Upper extremity addition, rotation wrist unit with cable lock                                                                                         ",1900-01-01 05:00:00,
L6628,"Upper extremity addition, quick disconnect hook adapter, otto bock or equal                                                                           ",1900-01-01 05:00:00,
L6629,"Upper extremity addition, quick disconnect lamination collar with coupling piece, otto bock or equal                                                  ",1900-01-01 05:00:00,
L6630,"Upper extremity addition, stainless steel, any wrist                                                                                                  ",1900-01-01 05:00:00,
L6632,"Upper extremity addition, latex suspension sleeve, each                                                                                               ",1900-01-01 05:00:00,
L6635,"Upper extremity addition, lift assist for elbow                                                                                                       ",1900-01-01 05:00:00,
L6637,"Upper extremity addition, nudge control elbow lock                                                                                                    ",1900-01-01 05:00:00,
L6641,"Upper extremity addition, excursion amplifier, pulley type                                                                                            ",1900-01-01 05:00:00,
L6642,"Upper extremity addition, excursion amplifier, lever type                                                                                             ",1900-01-01 05:00:00,
L6645,"Upper extremity addition, shoulder flexion-abduction joint, each                                                                                      ",1900-01-01 05:00:00,
L6650,"Upper extremity addition, shoulder universal joint, each                                                                                              ",1900-01-01 05:00:00,
L6655,"Upper extremity addition, standard control cable, extra                                                                                               ",1900-01-01 05:00:00,
L6660,"Upper extremity addition, heavy duty control cable                                                                                                    ",1900-01-01 05:00:00,
L6665,"Upper extremity addition, teflon, or equal, cable lining                                                                                              ",1900-01-01 05:00:00,
L6670,"Upper extremity addition, hook to hand, cable adapter                                                                                                 ",1900-01-01 05:00:00,
L6672,"Upper extremity addition, harness, chest or shoulder, saddle type                                                                                     ",1900-01-01 05:00:00,
L6680,"Upper extremity addition, test socket, wrist disarticulation or below elbow                                                                           ",1900-01-01 05:00:00,
L6682,"Upper extremity addition, test socket, elbow disarticulation or above elbow                                                                           ",1900-01-01 05:00:00,
L6684,"Upper extremity addition, test socket, shoulder disarticulation or interscapular thoracic                                                             ",1900-01-01 05:00:00,
L6686,"Upper extremity addition, suction socket                                                                                                              ",1900-01-01 05:00:00,
L6689,"Upper extremity addition, frame type socket, shoulder disarticulation                                                                                 ",1900-01-01 05:00:00,
L6690,"Upper extremity addition, frame type socket, interscapular-thoracic                                                                                   ",1900-01-01 05:00:00,
L6691,"Upper extremity addition, removable insert, each                                                                                                      ",1900-01-01 05:00:00,
L7700,"Gasket or seal, for use with prosthetic socket insert, any type, each                                                                                 ",2018-01-01 05:00:00,
L8032,"Nipple prosthesis, prefabricated, reusable, any type, each                                                                                            ",2020-01-01 05:00:00,
L8033,"Nipple prosthesis, custom fabricated, reusable, any material, any type, each                                                                          ",2020-01-01 05:00:00,
L8608,"Miscellaneous external component, supply or accessory for use with the argus ii retinal prosthesis system                                             ",2019-01-01 05:00:00,
